FID,gemeindeschluessel,strassenschluessel,strasse
strassennamen.fid-25a4c101_1886049a808_11c,5334002,2835,Mühlenstraße
strassennamen.fid-25a4c101_1886049a808_11d,5334002,2836,Hergelsbendenstraße
strassennamen.fid-25a4c101_1886049a808_11e,5334002,2837,Pappelweg
strassennamen.fid-25a4c101_1886049a808_11f,5334002,2838,Reuterweg
strassennamen.fid-25a4c101_1886049a808_120,5334002,2839,Hochwaldweg
strassennamen.fid-25a4c101_1886049a808_121,5334002,2840,Sackgasse
strassennamen.fid-25a4c101_1886049a808_122,5334002,2842,Tonbrennerstraße
strassennamen.fid-25a4c101_1886049a808_123,5334002,2843,Akazienstraße
strassennamen.fid-25a4c101_1886049a808_124,5334002,2844,Alte Würselener Straße
strassennamen.fid-25a4c101_1886049a808_125,5334002,2845,Am Berghang
strassennamen.fid-25a4c101_1886049a808_126,5334002,2846,Am Keilbusch
strassennamen.fid-25a4c101_1886049a808_127,5334002,2847,Gut-Knapp-Straße
strassennamen.fid-25a4c101_1886049a808_128,5334002,2848,An der Weide
strassennamen.fid-25a4c101_1886049a808_129,5334002,2849,Endstraße
strassennamen.fid-25a4c101_1886049a808_12a,5334002,2850,Blumenstraße
strassennamen.fid-25a4c101_1886049a808_12b,5334002,2851,Kahlgrachtstraße
strassennamen.fid-25a4c101_1886049a808_12c,5334002,2852,Verlautenheidener Straße
strassennamen.fid-25a4c101_1886049a808_12d,5334002,2853,Wambacher Straße
strassennamen.fid-25a4c101_1886049a808_12e,5334002,2854,Heckenweg
strassennamen.fid-25a4c101_1886049a808_12f,5334002,2855,Im Hesselter
strassennamen.fid-25a4c101_1886049a808_130,5334002,2856,Im Reichswald
strassennamen.fid-25a4c101_1886049a808_131,5334002,2858,Pastoratsweg
strassennamen.fid-25a4c101_1886049a808_132,5334002,2859,Kleinheidstraße
strassennamen.fid-25a4c101_1886049a808_133,5334002,2860,Quinxer Straße
strassennamen.fid-25a4c101_1886049a808_134,5334002,2861,Heider-Hof-Weg
strassennamen.fid-25a4c101_1886049a808_135,5334002,2864,Kleinheider Weg
strassennamen.fid-25a4c101_1886049a808_136,5334002,2865,Türmchenweg
strassennamen.fid-25a4c101_1886049a808_137,5334002,2866,Verbindungsstraße
strassennamen.fid-25a4c101_1886049a808_138,5334002,2867,Waldstraße
strassennamen.fid-25a4c101_1886049a808_139,5334002,2868,Weidener Viehweg
strassennamen.fid-25a4c101_1886049a808_13a,5334002,2876,Strangenhäuschen
strassennamen.fid-25a4c101_1886049a808_13b,5334002,2900,Ackerstraße
strassennamen.fid-25a4c101_1886049a808_13c,5334002,2901,Adele-Weidtman-Straße
strassennamen.fid-25a4c101_1886049a808_13d,5334002,2902,Alte Vaalser Straße
strassennamen.fid-25a4c101_1886049a808_13e,5334002,2904,Am Büschchen
strassennamen.fid-25a4c101_1886049a808_13f,5334002,2905,Tittardshang
strassennamen.fid-25a4c101_1886049a808_140,5334002,2906,Hofweg
strassennamen.fid-25a4c101_1886049a808_141,5334002,2907,Am Pannhaus
strassennamen.fid-25a4c101_1886049a808_142,5334002,2908,Am Rosenhügel
strassennamen.fid-25a4c101_1886049a808_143,5334002,2909,Am Weyenberg
strassennamen.fid-25a4c101_1886049a808_144,5334002,2910,Am Beulardstein
strassennamen.fid-25a4c101_1886049a808_145,5334002,2911,Schlossweiherstraße
strassennamen.fid-25a4c101_1886049a808_146,5334002,2912,An der Rahemühle
strassennamen.fid-25a4c101_1886049a808_147,5334002,2913,An der Rast
strassennamen.fid-25a4c101_1886049a808_148,5334002,2914,An der Schurzelter Brücke
strassennamen.fid-25a4c101_1886049a808_149,5334002,2915,Am Treut
strassennamen.fid-25a4c101_1886049a808_14a,5334002,2916,Auf der Maar
strassennamen.fid-25a4c101_1886049a808_14b,5334002,2917,Walkmühlenstraße
strassennamen.fid-25a4c101_1886049a808_14c,5334002,2918,Dreiländerweg
strassennamen.fid-25a4c101_1886049a808_14d,5334002,2919,Orthstraße
strassennamen.fid-25a4c101_1886049a808_14e,5334002,2920,Albert-Servais-Allee
strassennamen.fid-25a4c101_1886049a808_14f,5334002,2921,Bocholtzer Straße
strassennamen.fid-25a4c101_1886049a808_150,5334002,2922,Brunnenstraße
strassennamen.fid-25a4c101_1886049a808_151,5334002,2923,Buchenweg
strassennamen.fid-25a4c101_1886049a808_152,5334002,2924,Buchweg
strassennamen.fid-25a4c101_1886049a808_153,5334002,2925,Bungartsweg
strassennamen.fid-25a4c101_1886049a808_154,5334002,2926,Burgstraße
strassennamen.fid-25a4c101_1886049a808_155,5334002,2927,Burgwinkel
strassennamen.fid-25a4c101_1886049a808_156,5334002,2928,Beulardsteiner Feld
strassennamen.fid-25a4c101_1886049a808_157,5334002,2929,Diepekuhl
strassennamen.fid-25a4c101_1886049a808_158,5334002,2930,Düserhofstraße
strassennamen.fid-25a4c101_1886049a808_159,5334002,2931,Eburonenstraße
strassennamen.fid-25a4c101_1886049a808_15a,5334002,2932,Eulersweg
strassennamen.fid-25a4c101_1886049a808_15b,5334002,2933,Ferberberg
strassennamen.fid-25a4c101_1886049a808_15c,5334002,2934,Finkenhag
strassennamen.fid-25a4c101_1886049a808_15d,5334002,2935,Hans-Böckler-Allee
strassennamen.fid-25a4c101_1886049a808_15e,5334002,2936,Nonnenhofstraße
strassennamen.fid-25a4c101_1886049a808_15f,5334002,2939,Hangweg
strassennamen.fid-25a4c101_1886049a808_160,5334002,2940,Laurensberger Straße
strassennamen.fid-25a4c101_1886049a808_161,5334002,2941,Hochbrück
strassennamen.fid-25a4c101_1886049a808_162,5334002,2942,Hubert-Wienen-Straße
strassennamen.fid-25a4c101_1886049a808_163,5334002,2943,Hohlweg
strassennamen.fid-25a4c101_1886049a808_164,5334002,2944,Im Mittelfeld
strassennamen.fid-25a4c101_1886049a808_165,5334002,2945,Schurzelter Mühle
strassennamen.fid-25a4c101_1886049a808_166,5334002,2946,Im Purweider Feld
strassennamen.fid-25a4c101_1886049a808_167,5334002,2947,Im Ring
strassennamen.fid-25a4c101_1886049a808_168,5334002,2948,Im Weingarten
strassennamen.fid-25a4c101_1886049a808_169,5334002,2949,Teichstraße
strassennamen.fid-25a4c101_1886049a808_16a,5334002,2950,Karl-Friedrich-Straße
strassennamen.fid-25a4c101_1886049a808_16b,5334002,2953,Konradstraße
strassennamen.fid-25a4c101_1886049a808_16c,5334002,2955,Kuhlweg
strassennamen.fid-25a4c101_1886049a808_16d,5334002,2956,Landgraben
strassennamen.fid-25a4c101_1886049a808_16e,5334002,2957,Laurentiusstraße
strassennamen.fid-25a4c101_1886049a808_16f,5334002,2959,Lemierser Berg
strassennamen.fid-25a4c101_1886049a808_170,5334002,2963,Mittelstraße
strassennamen.fid-25a4c101_1886049a808_171,5334002,2964,Forellenweg
strassennamen.fid-25a4c101_1886049a808_172,5334002,2965,Neuenhofer Weg
strassennamen.fid-25a4c101_1886049a808_173,5334002,2966,Orsbacher Straße
strassennamen.fid-25a4c101_1886049a808_174,5334002,2967,Pannhauser Straße
strassennamen.fid-25a4c101_1886049a808_175,5334002,2968,Teichwinkel
strassennamen.fid-25a4c101_1886049a808_176,5334002,2969,Püngelerstraße
strassennamen.fid-25a4c101_1886049a808_177,5334002,2970,Purweider Weg
strassennamen.fid-25a4c101_1886049a808_178,5334002,2971,Quellenweg
strassennamen.fid-25a4c101_1886049a808_179,5334002,2972,Rastfeldchen
strassennamen.fid-25a4c101_1886049a808_17a,5334002,2973,Rathausstraße
strassennamen.fid-25a4c101_1886049a808_17b,5334002,2974,Reutershagweg
strassennamen.fid-25a4c101_1886049a808_17c,5334002,2975,Wildbachstraße
strassennamen.fid-25a4c101_1886049a808_17d,5334002,2977,Rotbusch
strassennamen.fid-25a4c101_1886049a808_17e,5334002,2979,Schlossparkstraße
strassennamen.fid-25a4c101_1886049a808_17f,5334002,2980,Schloss-Rahe-Straße
strassennamen.fid-25a4c101_1886049a808_180,5334002,2981,Schlottfelder Straße
strassennamen.fid-25a4c101_1886049a808_181,5334002,2982,Schmiedgasse
strassennamen.fid-25a4c101_1886049a808_182,5334002,2984,Keltenstraße
strassennamen.fid-25a4c101_1886049a808_183,5334002,2985,Schurzelter Straße
strassennamen.fid-25a4c101_1886049a808_184,5334002,2986,Seffenter Berg
strassennamen.fid-25a4c101_1886049a808_185,5334002,2990,Sonnenweg
strassennamen.fid-25a4c101_1886049a808_186,5334002,2991,Strüverweg
strassennamen.fid-25a4c101_1886049a808_187,5334002,2992,Süsterau
strassennamen.fid-25a4c101_1886049a808_188,5334002,2993,Talbothof
strassennamen.fid-25a4c101_1886049a808_189,5334002,2997,Vetschauer Berg
strassennamen.fid-25a4c101_1886049a808_18a,5334002,2998,Vetschauer Straße
strassennamen.fid-25a4c101_1886049a808_18b,5334002,3001,Brunnenweg
strassennamen.fid-25a4c101_1886049a808_18c,5334002,3003,Zum Blauen Stein
strassennamen.fid-25a4c101_1886049a808_18d,5334002,3010,Sandweg
strassennamen.fid-25a4c101_1886049a808_18e,5334002,3012,Fitzeberg
strassennamen.fid-25a4c101_1886049a808_18f,5334002,3013,Geusenweg
strassennamen.fid-25a4c101_1886049a808_190,5334002,3014,Grensstraat
strassennamen.fid-25a4c101_1886049a808_191,5334002,3015,Senserbachweg
strassennamen.fid-25a4c101_1886049a808_192,5334002,3016,Steppenbergweg
strassennamen.fid-25a4c101_1886049a808_193,5334002,3017,Hausener Gasse
strassennamen.fid-25a4c101_1886049a808_194,5334002,3018,Herzogsweg
strassennamen.fid-25a4c101_1886049a808_195,5334002,3019,Ochsenstock
strassennamen.fid-25a4c101_1886049a808_196,5334002,3021,Rohrbergweg
strassennamen.fid-25a4c101_1886049a808_197,5334002,3023,Schiefdell
strassennamen.fid-25a4c101_1886049a808_198,5334002,3024,Schlangenweg
strassennamen.fid-25a4c101_1886049a808_199,5334002,3025,Silberpatweg
strassennamen.fid-25a4c101_1886049a808_19a,5334002,3028,Halifaxstraße
strassennamen.fid-25a4c101_1886049a808_19b,5334002,3029,Kohlscheider Straße
strassennamen.fid-25a4c101_1886049a808_19c,5334002,3101,Napoleonsberg
strassennamen.fid-25a4c101_1886049a808_19d,5334002,3102,Abteigarten
strassennamen.fid-25a4c101_1886049a808_19e,5334002,3103,Alfons-Gerson-Straße
strassennamen.fid-25a4c101_1886049a808_19f,5334002,3104,Am Berg
strassennamen.fid-25a4c101_1886049a808_1a0,5334002,3105,Antoniusberg
strassennamen.fid-25a4c101_1886049a808_1a1,5334002,3106,Auf dem Anger
strassennamen.fid-25a4c101_1886049a808_1a2,5334002,3107,Auf der Gallich
strassennamen.fid-25a4c101_1886049a808_1a3,5334002,3108,Benediktinerweg
strassennamen.fid-25a4c101_1886049a808_1a4,5334002,3109,Benediktusplatz
strassennamen.fid-25a4c101_1886049a808_1a5,5334002,3110,Bilstermühler Straße
strassennamen.fid-25a4c101_1886049a808_1a6,5334002,3111,Braunebusch
strassennamen.fid-25a4c101_1886049a808_1a7,5334002,3112,Breiniger Straße
strassennamen.fid-25a4c101_1886049a808_1a8,5334002,3113,Korneliusstraße
strassennamen.fid-25a4c101_1886049a808_1a9,5334002,3114,Cyprianusweg
strassennamen.fid-25a4c101_1886049a808_1aa,5334002,3115,Dorffer Straße
strassennamen.fid-25a4c101_1886049a808_1ab,5334002,3116,Eurensteg
strassennamen.fid-25a4c101_1886049a808_1ac,5334002,3118,Frankensteg
strassennamen.fid-25a4c101_1886049a808_1ad,5334002,3119,Fronhofer Weg
strassennamen.fid-25a4c101_1886049a808_1ae,5334002,3120,Schildchenweg
strassennamen.fid-25a4c101_1886049a808_1af,5334002,3121,Iternberg
strassennamen.fid-25a4c101_1886049a808_1b0,5334002,3122,Gangolfsweg
strassennamen.fid-25a4c101_1886049a808_1b1,5334002,3123,In der Lohn
strassennamen.fid-25a4c101_1886049a808_1b2,5334002,3124,Kapellenberg
strassennamen.fid-25a4c101_1886049a808_1b3,5334002,3127,Klauser Straße
strassennamen.fid-25a4c101_1886049a808_1b4,5334002,3128,Lufter Weg
strassennamen.fid-25a4c101_1886049a808_1b5,5334002,3129,Lufter Weid
strassennamen.fid-25a4c101_1886049a808_1b6,5334002,3130,Korneliusmarkt
strassennamen.fid-25a4c101_1886049a808_1b7,5334002,3131,Meischenfeld
strassennamen.fid-25a4c101_1886049a808_1b8,5334002,3132,Mühlenweg
strassennamen.fid-25a4c101_1886049a808_1b9,5334002,3133,Münsterstraße
strassennamen.fid-25a4c101_1886049a808_1ba,5334002,3135,Oberforstbacher Straße
strassennamen.fid-25a4c101_1886049a808_1bb,5334002,3136,Promenade
strassennamen.fid-25a4c101_1886049a808_1bc,5334002,3138,Schleckheimer Straße
strassennamen.fid-25a4c101_1886049a808_1bd,5334002,3139,Schnepfenberg
strassennamen.fid-25a4c101_1886049a808_1be,5334002,3140,Schraungracht
strassennamen.fid-25a4c101_1886049a808_1bf,5334002,3141,Schulberg
strassennamen.fid-25a4c101_1886049a808_1c0,5334002,3142,Steinkaulplatz
strassennamen.fid-25a4c101_1886049a808_1c1,5334002,3143,Steinkaulweid
strassennamen.fid-25a4c101_1886049a808_1c2,5334002,3145,St. Gangolfsberg
strassennamen.fid-25a4c101_1886049a808_1c3,5334002,3147,Unter den Weiden
strassennamen.fid-25a4c101_1886049a808_1c4,5334002,3148,Venwegener Straße
strassennamen.fid-25a4c101_1886049a808_1c5,5334002,3149,Am Bahnhof
strassennamen.fid-25a4c101_1886049a808_1c6,5334002,3200,Aachener Straße
strassennamen.fid-25a4c101_1886049a808_1c7,5334002,3204,Am Schaafweg
strassennamen.fid-25a4c101_1886049a808_1c8,5334002,3205,Am Wackerpütz
strassennamen.fid-25a4c101_1886049a808_1c9,5334002,3206,An der Höhe
strassennamen.fid-25a4c101_1886049a808_1ca,5334002,3207,Vogelstangenweg
strassennamen.fid-25a4c101_1886049a808_1cb,5334002,3208,Am Fassenhof
strassennamen.fid-25a4c101_1886049a808_1cc,5334002,3209,Pingsheimstraße
strassennamen.fid-25a4c101_1886049a808_1cd,5334002,3211,Florastraße
strassennamen.fid-25a4c101_1886049a808_1ce,5334002,3212,Auf der Heide
strassennamen.fid-25a4c101_1886049a808_1cf,5334002,3213,Auf der Kier
strassennamen.fid-25a4c101_1886049a808_1d0,5334002,3214,Senkestraße
strassennamen.fid-25a4c101_1886049a808_1d1,5334002,3215,Bahnesweg
strassennamen.fid-25a4c101_1886049a808_1d2,5334002,3216,Vennbahnstraße
strassennamen.fid-25a4c101_1886049a808_1d3,5334002,3217,Kiefernweg
strassennamen.fid-25a4c101_1886049a808_1d4,5334002,3218,Bechheim
strassennamen.fid-25a4c101_1886049a808_1d5,5334002,3219,Bergfeld
strassennamen.fid-25a4c101_1886049a808_1d6,5334002,3220,Bierstrauch
strassennamen.fid-25a4c101_1886049a808_1d7,5334002,3223,Albert-Einstein-Straße
strassennamen.fid-25a4c101_1886049a808_1d8,5334002,3225,Friesenrather Weg
strassennamen.fid-25a4c101_1886049a808_1d9,5334002,3226,Dorfstraße
strassennamen.fid-25a4c101_1886049a808_1da,5334002,3227,Ardennenstraße
strassennamen.fid-25a4c101_1886049a808_1db,5334002,3232,Nütheimer Straße
strassennamen.fid-25a4c101_1886049a808_1dc,5334002,3234,Eichenheck
strassennamen.fid-25a4c101_1886049a808_1dd,5334002,3235,Eisenhütte
strassennamen.fid-25a4c101_1886049a808_1de,5334002,3236,Falkenberg
strassennamen.fid-25a4c101_1886049a808_1df,5334002,3238,Frennetstraße
strassennamen.fid-25a4c101_1886049a808_1e0,5334002,3239,Gracht
strassennamen.fid-25a4c101_1886049a808_1e1,5334002,3240,Grünstraße
strassennamen.fid-25a4c101_1886049a808_1e2,5334002,3241,Hahner Straße
strassennamen.fid-25a4c101_1886049a808_1e3,5334002,3242,Hasbach
strassennamen.fid-25a4c101_1886049a808_1e4,5334002,3243,Heidchen
strassennamen.fid-25a4c101_1886049a808_1e5,5334002,3244,Heidchenberg
strassennamen.fid-25a4c101_1886049a808_1e6,5334002,3245,Wacholderweg
strassennamen.fid-25a4c101_1886049a808_1e7,5334002,3246,Iltisweg
strassennamen.fid-25a4c101_1886049a808_1e8,5334002,3247,Hundertsweg
strassennamen.fid-25a4c101_1886049a808_1e9,5334002,3248,Im Fuchsbau
strassennamen.fid-25a4c101_1886049a808_1ea,5334002,3249,Im Pützbend
strassennamen.fid-25a4c101_1886049a808_1eb,5334002,3250,Im Steinfeld
strassennamen.fid-25a4c101_1886049a808_1ec,5334002,3251,Im Winkel
strassennamen.fid-25a4c101_1886049a808_1ed,5334002,3252,In den Hehnen
strassennamen.fid-25a4c101_1886049a808_1ee,5334002,3253,Hunsrückweg
strassennamen.fid-25a4c101_1886049a808_1ef,5334002,3254,Vogesenstraße
strassennamen.fid-25a4c101_1886049a808_1f0,5334002,3256,Kirchberg
strassennamen.fid-25a4c101_1886049a808_1f1,5334002,3260,Knipp
strassennamen.fid-25a4c101_1886049a808_1f2,5334002,3261,Königsmühlenweg
strassennamen.fid-25a4c101_1886049a808_1f3,5334002,3262,Biberweg
strassennamen.fid-25a4c101_1886049a808_1f4,5334002,3263,Kroitzheider Weg
strassennamen.fid-25a4c101_1886049a808_1f5,5334002,3264,Maarweg
strassennamen.fid-25a4c101_1886049a808_1f6,5334002,3265,Marderweg
strassennamen.fid-25a4c101_1886049a808_1f7,5334002,3266,Werkstraße
strassennamen.fid-25a4c101_1886049a808_1f8,5334002,3270,Mühle
strassennamen.fid-25a4c101_1886049a808_1f9,5334002,3271,Himmelsleiter
strassennamen.fid-25a4c101_1886049a808_1fa,5334002,3273,Nerscheider Weg
strassennamen.fid-25a4c101_1886049a808_1fb,5334002,3275,Nievelshecker Straße
strassennamen.fid-25a4c101_1886049a808_1fc,5334002,3276,Pannekogweg
strassennamen.fid-25a4c101_1886049a808_1fd,5334002,3277,Pastor-Franzen-Straße
strassennamen.fid-25a4c101_1886049a808_1fe,5334002,3278,Pontsheide
strassennamen.fid-25a4c101_1886049a808_1ff,5334002,3280,Josef-Büchel-Straße
strassennamen.fid-25a4c101_1886049a808_200,5334002,3282,Hochhausring
strassennamen.fid-25a4c101_1886049a808_201,5334002,3283,Ritscheider Weg
strassennamen.fid-25a4c101_1886049a808_202,5334002,3284,Schwinningstraße
strassennamen.fid-25a4c101_1886049a808_203,5334002,3285,Rotterdell
strassennamen.fid-25a4c101_1886049a808_204,5334002,3286,Schieferstraße
strassennamen.fid-25a4c101_1886049a808_205,5334002,3287,Schmithofer Straße
strassennamen.fid-25a4c101_1886049a808_206,5334002,3288,Binsenweg
strassennamen.fid-25a4c101_1886049a808_207,5334002,3289,Speerwinkel
strassennamen.fid-25a4c101_1886049a808_208,5334002,3290,Föhrenweg
strassennamen.fid-25a4c101_1886049a808_209,5334002,3291,Wermutsbrunnstraße
strassennamen.fid-25a4c101_1886049a808_20a,5334002,3292,Tannenallee
strassennamen.fid-25a4c101_1886049a808_20b,5334002,3293,Schleidener Straße
strassennamen.fid-25a4c101_1886049a808_20c,5334002,3296,Zedernweg
strassennamen.fid-25a4c101_1886049a808_20d,5334002,3297,Sinziger Weg
strassennamen.fid-25a4c101_1886049a808_20e,5334002,3298,Kitzenhausweg
strassennamen.fid-25a4c101_1886049a808_20f,5334002,3301,Buchenstraße
strassennamen.fid-25a4c101_1886049a808_210,5334002,3303,Prämienstraße
strassennamen.fid-25a4c101_1886049a808_211,5334002,3304,Sperberweg
strassennamen.fid-25a4c101_1886049a808_212,5334002,3305,Hohlgradweg
strassennamen.fid-25a4c101_1886049a808_213,5334002,3309,Montebourgstraße
strassennamen.fid-25a4c101_1886049a808_214,5334002,3312,Zeisigweg
strassennamen.fid-25a4c101_1886049a808_215,5334002,3313,Pirolweg
strassennamen.fid-25a4c101_1886049a808_216,5334002,3314,Hundskaulweg
strassennamen.fid-25a4c101_1886049a808_217,5334002,3315,Walheimer Straße
strassennamen.fid-25a4c101_1886049a808_218,5334002,3317,Grüne Eiche
strassennamen.fid-25a4c101_1886049a808_219,5334002,3318,Kesselstraße
strassennamen.fid-25a4c101_1886049a808_21a,5334002,3319,Kinkebahn
strassennamen.fid-25a4c101_1886049a808_21b,5334002,3321,Raafstraße
strassennamen.fid-25a4c101_1886049a808_21c,5334002,3322,Raerener Straße
strassennamen.fid-25a4c101_1886049a808_21d,5334002,3323,Scheidstraße
strassennamen.fid-25a4c101_1886049a808_21e,5334002,3324,Baumgartsweg
strassennamen.fid-25a4c101_1886049a808_21f,5334002,3325,Eisenhüttenweg
strassennamen.fid-25a4c101_1886049a808_220,5334002,3327,Grenzweg
strassennamen.fid-25a4c101_1886049a808_221,5334002,3328,Im Langfeld
strassennamen.fid-25a4c101_1886049a808_222,5334002,3329,Magelspfad
strassennamen.fid-25a4c101_1886049a808_223,5334002,3330,Marientalweg
strassennamen.fid-25a4c101_1886049a808_224,5334002,3332,Pfeiferweg
strassennamen.fid-25a4c101_1886049a808_225,5334002,3335,Schmithofer Weg
strassennamen.fid-25a4c101_1886049a808_226,5334002,3336,Siefer Weg
strassennamen.fid-25a4c101_1886049a808_227,5334002,3337,Triftweg
strassennamen.fid-25a4c101_1886049a808_228,5334002,3338,Wilbankstraße
strassennamen.fid-25a4c101_1886049a808_229,5334002,3401,Kastanienweg
strassennamen.fid-25a4c101_1886049a808_22a,5334002,3402,Granitweg
strassennamen.fid-25a4c101_1886049a808_22b,5334002,3403,Gringelstraße
strassennamen.fid-25a4c101_1886049a808_22c,5334002,3404,Kitzeterweg
strassennamen.fid-25a4c101_1886049a808_22d,5334002,3405,Kullenhofstraße
strassennamen.fid-25a4c101_1886049a808_22e,5334002,3406,Steinbergweg
strassennamen.fid-25a4c101_1886049a808_22f,5334002,3407,Beckerstraße
strassennamen.fid-25a4c101_1886049a808_230,5334002,3408,Charlottenburger Allee
strassennamen.fid-25a4c101_1886049a808_231,5334002,3409,Neuköllner Straße
strassennamen.fid-25a4c101_1886049a808_232,5334002,3410,Steinmühlenweg
strassennamen.fid-25a4c101_1886049a808_233,5334002,3411,Messweg
strassennamen.fid-25a4c101_1886049a808_234,5334002,3412,Worringerweg
strassennamen.fid-25a4c101_1886049a808_235,5334002,3413,Sommerfeldstraße
strassennamen.fid-25a4c101_1886049a808_236,5334002,3414,Wendlingweg
strassennamen.fid-25a4c101_1886049a808_237,5334002,3415,Helmertweg
strassennamen.fid-25a4c101_1886049a808_238,5334002,3417,Otto-Blumenthal-Straße
strassennamen.fid-25a4c101_1886049a808_239,5334002,3418,Mathieustraße
strassennamen.fid-25a4c101_1886049a808_23a,5334002,3419,Steinbachstraße
strassennamen.fid-25a4c101_1886049a808_23b,5334002,3420,Rabentalweg
strassennamen.fid-25a4c101_1886049a808_23c,5334002,3421,Willkommsweg
strassennamen.fid-25a4c101_1886049a808_23d,5334002,3422,Kelmesbergweg
strassennamen.fid-25a4c101_1886049a808_23e,5334002,3423,Eicher Weg
strassennamen.fid-25a4c101_1886049a808_23f,5334002,3424,Heussstraße
strassennamen.fid-25a4c101_1886049a808_240,5334002,3425,Forckenbeckstraße
strassennamen.fid-25a4c101_1886049a808_241,5334002,3426,Septfontainesweg
strassennamen.fid-25a4c101_1886049a808_242,5334002,3427,Schneebergweg
strassennamen.fid-25a4c101_1886049a808_243,5334002,3428,Kirchrather Straße
strassennamen.fid-25a4c101_1886049a808_244,5334002,3429,Langenbruchweg
strassennamen.fid-25a4c101_1886049a808_245,5334002,3430,Am Alten Bahndamm
strassennamen.fid-25a4c101_1886049a808_246,5334002,3431,Kleiberweg
strassennamen.fid-25a4c101_1886049a808_247,5334002,3432,Dinkermichsweg
strassennamen.fid-25a4c101_1886049a808_248,5334002,3433,Kackertstraße
strassennamen.fid-25a4c101_1886049a808_249,5334002,3434,Rombachstraße
strassennamen.fid-25a4c101_1886049a808_24a,5334002,3435,Schagenstraße
strassennamen.fid-25a4c101_1886049a808_24b,5334002,3436,Wilhelm-Ziemons-Straße
strassennamen.fid-25a4c101_1886049a808_24c,5334002,3437,Lonweg
strassennamen.fid-25a4c101_1886049a808_24d,5334002,3438,Am Kleebach
strassennamen.fid-25a4c101_1886049a808_24e,5334002,3439,Eburonenwinkel
strassennamen.fid-25a4c101_1886049a808_24f,5334002,3441,Dirgeltweg
strassennamen.fid-25a4c101_1886049a808_250,5334002,3443,Saurensgasse
strassennamen.fid-25a4c101_1886049a808_251,5334002,3444,Hufer Fußpfad
strassennamen.fid-25a4c101_1886049a808_252,5334002,3445,Kierstraß
strassennamen.fid-25a4c101_1886049a808_253,5334002,3446,Mameliser Mühlenweg
strassennamen.fid-25a4c101_1886049a808_254,5334002,3447,Auenrathweg
strassennamen.fid-25a4c101_1886049a808_255,5334002,3448,Dauffenbachstraße
strassennamen.fid-25a4c101_1886049a808_256,5334002,3449,Ellerhofweg
strassennamen.fid-25a4c101_1886049a808_257,5334002,3450,Galaterstraße
strassennamen.fid-25a4c101_1886049a808_258,5334002,3451,Gallierstraße
strassennamen.fid-25a4c101_1886049a808_259,5334002,3452,Helvetierstraße
strassennamen.fid-25a4c101_1886049a808_25a,5334002,3453,Hötenigweg
strassennamen.fid-25a4c101_1886049a808_25b,5334002,3454,Kandelfeldstraße
strassennamen.fid-25a4c101_1886049a808_25c,5334002,3455,Morinerweg
strassennamen.fid-25a4c101_1886049a808_25d,5334002,3456,Nervierstraße
strassennamen.fid-25a4c101_1886049a808_25e,5334002,3457,Roder Weg
strassennamen.fid-25a4c101_1886049a808_25f,5334002,3458,Steppenbergallee
strassennamen.fid-25a4c101_1886049a808_260,5334002,3459,Tauriskerweg
strassennamen.fid-25a4c101_1886049a808_261,5334002,3460,Trevererstraße
strassennamen.fid-25a4c101_1886049a808_262,5334002,3461,Veneterstraße
strassennamen.fid-25a4c101_1886049a808_263,5334002,3462,Wegscheider Pfad
strassennamen.fid-25a4c101_1886049a808_264,5334002,3463,Wierigspfad
strassennamen.fid-25a4c101_1886049a808_265,5334002,3464,Wierigsweg
strassennamen.fid-25a4c101_1886049a808_266,5334002,3465,Schiltsgasse
strassennamen.fid-25a4c101_1886049a808_267,5334002,3466,Am Bilderstock
strassennamen.fid-25a4c101_1886049a808_268,5334002,3467,Am Bollet
strassennamen.fid-25a4c101_1886049a808_269,5334002,3469,Astenetweg
strassennamen.fid-25a4c101_1886049a808_26a,5334002,3470,Bobenden
strassennamen.fid-25a4c101_1886049a808_26b,5334002,3471,Dr.-Bernhard-Klein-Straße
strassennamen.fid-25a4c101_1886049a808_26c,5334002,3472,Franz-Wallraff-Straße
strassennamen.fid-25a4c101_1886049a808_26d,5334002,3473,Großheidstraße
strassennamen.fid-25a4c101_1886049a808_26e,5334002,3474,Im Ginster
strassennamen.fid-25a4c101_1886049a808_26f,5334002,3475,Liefenweg
strassennamen.fid-25a4c101_1886049a808_270,5334002,3476,Membachweg
strassennamen.fid-25a4c101_1886049a808_271,5334002,3477,Wildbacher Mühle
strassennamen.fid-25a4c101_1886049a808_272,5334002,3480,An der Weingass
strassennamen.fid-25a4c101_1886049a808_273,5334002,3481,In Grafen Weid
strassennamen.fid-25a4c101_1886049a808_274,5334002,3482,Melanieweg
strassennamen.fid-25a4c101_1886049a808_275,5334002,3483,Pfalzgrafenstraße
strassennamen.fid-25a4c101_1886049a808_276,5334002,3484,Fingerhutsmühlenweg
strassennamen.fid-25a4c101_1886049a808_277,5334002,3485,Kuckelkornweg
strassennamen.fid-25a4c101_1886049a808_278,5334002,3486,Mühlenweidweg
strassennamen.fid-25a4c101_1886049a808_279,5334002,3487,Schuttenhofweg
strassennamen.fid-25a4c101_1886049a808_27a,5334002,3488,Wolfsbendenstraße
strassennamen.fid-25a4c101_1886049a808_27b,5334002,3489,Kaubendenstraße
strassennamen.fid-25a4c101_1886049a808_27c,5334002,3490,Kellershaustraße
